evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
384 -0.7855804814 -0.259796 -0.139067 -0.218274 0.017077 -0.182353 0.103571 -0.085660 0.042250 -0.160282 -0.084496 -0.998571
385 -0.7936402336 -0.199907 -0.136015 -0.267866 0.054164 -0.158979 0.034044 -0.109214 0.014907 -0.144906 -0.051226 -1.000000
386 -0.7976553474 -0.208723 -0.145416 -0.237720 0.000474 -0.152629 0.088707 -0.121524 0.018689 -0.111310 -0.089322 -1.000000
387 -0.7922229501 -0.227668 -0.160525 -0.296713 0.053586 -0.188944 0.005907 -0.155706 0.075299 -0.160912 -0.071765 -1.000000
388 -0.7593635765 -0.179714 -0.120678 -0.200897 0.005716 -0.129516 0.112559 -0.049629 0.039775 -0.154658 -0.015311 -0.983825
389 -0.7320036721 -0.149091 -0.155923 -0.282669 0.074650 -0.116852 0.040708 -0.078387 0.000554 -0.180519 -0.074598 -0.982547
390 -0.7921006783 -0.258290 -0.125280 -0.214941 -0.015348 -0.201608 0.077758 -0.126948 0.114520 -0.135050 -0.012478 -1.000000
391 -0.7859096964 -0.197810 -0.114746 -0.279502 0.020213 -0.155211 0.064469 -0.090660 0.060546 -0.143569 -0.038676 -1.000000
392 -0.7843158386 -0.209572 -0.166458 -0.218107 0.039089 -0.163249 0.053997 -0.114675 0.054527 -0.172001 -0.048399 -0.964322
393 -0.7559457405 -0.195499 -0.138338 -0.274407 0.086827 -0.142018 0.058484 -0.111521 0.044288 -0.203758 -0.068166 -0.962777
394 -0.7876830294 -0.211883 -0.142866 -0.223202 -0.027524 -0.176443 0.059982 -0.093814 0.070786 -0.111812 -0.018909 -1.000000
395 -0.7891808700 -0.164675 -0.142196 -0.247480 0.041448 -0.162021 0.057442 -0.033708 0.031902 -0.136016 -0.056126 -1.000000
396 -0.7713147968 -0.242706 -0.139008 -0.250130 0.017854 -0.156439 0.061024 -0.171627 0.083172 -0.179554 -0.030949 -0.959488
397 -0.7355106366 -0.246834 -0.154968 -0.253966 -0.007253 -0.219812 0.063160 -0.138902 0.095476 -0.131366 -0.023393 -0.995763
398 -0.8019900974 -0.188778 -0.136283 -0.245606 0.036437 -0.124760 0.058411 -0.104460 0.010693 -0.130118 -0.107856 -1.000000
399 -0.7938485112 -0.172372 -0.094047 -0.203479 0.021584 -0.202155 0.066099 -0.126570 0.056636 -0.172859 -0.056079 -1.000000
400 -0.7090964902 -0.263240 -0.197204 -0.296093 0.007601 -0.142418 0.055472 -0.116791 0.049533 -0.088625 -0.075170 -0.990578
401 -0.7934088076 -0.217068 -0.137164 -0.243933 0.007877 -0.104360 0.086054 -0.183331 -0.029394 -0.101296 -0.076882 -1.000000
402 -0.7707492369 -0.218544 -0.154087 -0.255639 0.021308 -0.240213 0.035517 -0.060030 0.135563 -0.160188 -0.054367 -0.962615
403 -0.7762467528 -0.209894 -0.124258 -0.231972 -0.009981 -0.174689 0.079807 -0.077965 0.053951 -0.127930 -0.057928 -0.974455
404 -0.7836955305 -0.225718 -0.166992 -0.267600 0.039166 -0.169884 0.041764 -0.165397 0.052218 -0.133554 -0.073320 -1.000000
405 -0.7966156873 -0.244755 -0.128120 -0.224147 0.034651 -0.177545 0.084000 -0.151967 0.094409 -0.168613 -0.032654 -1.000000
406 -0.7283548764 -0.190857 -0.163131 -0.275425 -0.005466 -0.167028 0.037571 -0.091394 0.011760 -0.092871 -0.098594 -0.992022
407 -0.7461224972 -0.189140 -0.154613 -0.283153 -0.003781 -0.135725 0.017732 -0.145825 0.062257 -0.126927 -0.045934 -0.992050
408 -0.7997967575 -0.218282 -0.087232 -0.221803 0.044007 -0.151794 0.117238 -0.107677 0.058185 -0.146529 -0.082886 -1.000000
409 -0.8021694644 -0.194152 -0.116931 -0.249399 0.026611 -0.123015 0.031134 -0.155152 0.042880 -0.141174 -0.087936 -1.000000
410 -0.7892049471 -0.216166 -0.140153 -0.218106 0.035072 -0.180009 0.105641 -0.106800 0.033709 -0.148240 -0.061915 -0.972390
411 -0.7858092665 -0.202226 -0.144346 -0.211224 0.026061 -0.176970 0.101499 -0.132718 0.026804 -0.126621 -0.125131 -0.946567
412 -0.7921676152 -0.208093 -0.112739 -0.256281 0.035623 -0.126055 0.035276 -0.129234 0.049785 -0.162794 -0.024720 -1.000000
413 -0.7852537159 -0.192397 -0.101661 -0.254953 0.042858 -0.175187 0.108995 -0.132192 0.040282 -0.181703 -0.065108 -1.000000
414 -0.7708878871 -0.217922 -0.155424 -0.212552 0.018826 -0.127838 0.027779 -0.129760 0.036307 -0.107712 -0.084743 -0.985770
415 -0.7825017890 -0.223114 -0.077047 -0.203832 0.016048 -0.153001 0.046616 -0.131560 0.042372 -0.142629 -0.059225 -0.991558
416 -0.7714387031 -0.187205 -0.180037 -0.263673 0.045635 -0.150023 0.090159 -0.130392 0.034216 -0.146785 -0.090626 -1.000000
417 -0.7915994864 -0.198995 -0.096736 -0.204387 0.025985 -0.102188 0.095296 -0.104490 -0.021242 -0.120484 -0.067716 -1.000000
418 -0.7592055438 -0.211324 -0.160349 -0.263118 0.035698 -0.200837 0.041478 -0.157462 0.097831 -0.168931 -0.082135 -0.996071
419 -0.7964471049 -0.213801 -0.130690 -0.220756 0.019760 -0.117956 0.073319 -0.142217 0.020110 -0.163351 -0.059811 -1.000000
420 -0.7677907456 -0.194713 -0.084240 -0.254307 0.046238 -0.145177 0.054667 -0.120390 0.062739 -0.125598 -0.086187 -0.991000
421 -0.7905380914 -0.232219 -0.114835 -0.220646 0.058735 -0.132770 0.069684 -0.092185 0.058336 -0.178699 -0.126607 -0.983067
422 -0.7946595626 -0.176295 -0.100095 -0.254417 0.007263 -0.130363 0.058302 -0.170422 0.024513 -0.110251 -0.019391 -1.000000
423 -0.7911211992 -0.180001 -0.096504 -0.231670 0.029109 -0.096671 0.107338 -0.118370 0.039566 -0.143564 -0.075524 -1.000000
424 -0.7789343712 -0.228513 -0.118425 -0.243393 0.036890 -0.166462 0.020648 -0.144237 0.043283 -0.145386 -0.070473 -0.988505
425 -0.7651602052 -0.220018 -0.139935 -0.256760 0.060498 -0.121198 0.050450 -0.107643 0.054404 -0.152390 -0.091422 -0.980917
426 -0.7941201682 -0.188495 -0.074995 -0.218302 0.005501 -0.141935 0.077536 -0.154965 0.028445 -0.136560 -0.054575 -1.000000
427 -0.7886903923 -0.193707 -0.111478 -0.206896 0.069824 -0.099571 0.080397 -0.110797 0.058339 -0.151370 -0.065959 -1.000000
428 -0.7744770428 -0.214807 -0.103451 -0.268167 -0.003826 -0.163562 0.047588 -0.151811 0.024510 -0.137580 -0.080039 -0.953724
429 -0.7965954934 -0.199884 -0.096620 -0.239827 0.017938 -0.129053 0.054627 -0.102938 0.078575 -0.133147 -0.071654 -1.000000
430 -0.7882209566 -0.209426 -0.111848 -0.230598 0.025494 -0.128524 0.070086 -0.156114 0.013031 -0.146554 -0.057679 -0.993558
431 -0.7838147564 -0.191992 -0.079817 -0.283878 -0.037168 -0.118608 0.078674 -0.097035 0.058748 -0.106413 -0.063729 -1.000000
432 -0.7670213018 -0.203315 -0.128309 -0.185682 0.069015 -0.133762 0.050709 -0.163422 0.036483 -0.169756 -0.052989 -0.997171
433 -0.7717974070 -0.210673 -0.134690 -0.208855 0.036687 -0.093110 0.086554 -0.093514 0.048899 -0.115799 -0.060816 -0.975541
434 -0.7990604080 -0.184634 -0.073437 -0.260705 -0.004840 -0.159260 0.042828 -0.166944 0.046332 -0.160371 -0.055902 -1.000000
435 -0.7798742659 -0.184405 -0.123178 -0.223151 0.009200 -0.143795 0.087570 -0.184264 0.045158 -0.163438 -0.054020 -1.000000
436 -0.7759760199 -0.210901 -0.084948 -0.246409 0.022647 -0.108575 0.041813 -0.076194 0.050073 -0.112731 -0.062697 -0.977541
437 -0.7978557138 -0.189082 -0.087083 -0.221047 -0.011393 -0.171528 0.049023 -0.136628 0.045871 -0.143615 -0.025490 -1.000000
438 -0.7817119783 -0.206224 -0.121044 -0.248513 0.043240 -0.080842 0.080360 -0.123830 0.049360 -0.132555 -0.091228 -0.997700
439 -0.7961694407 -0.171965 -0.127879 -0.252373 -0.016307 -0.146886 0.064509 -0.155423 0.013900 -0.104426 -0.022054 -1.000000
440 -0.7608357041 -0.223341 -0.080248 -0.217187 0.048154 -0.105484 0.064874 -0.105034 0.081331 -0.171743 -0.094664 -0.989008
441 -0.7744358195 -0.204931 -0.115500 -0.261676 0.023256 -0.109465 0.048480 -0.104741 0.038900 -0.148551 -0.047325 -0.981757
